Department,Category,Item Lookup Code,Description,Price
FOOD & BEVERAGE,,6.17723E+11,FOODSENSE SANDWICH BAGS 150CT,1
SMOKE SUPPLIES,PIPES,#9 GLASS PIPE,#9 GLASS PIPE,19
SMOKE SUPPLIES,MISC,016800115080,CHARCOAL ROCKS 3.9LBS,2.85
AUTOMOTIVE,,070612100405,ARMOR ALL ORIGINAL SINGLE 4OZ,1.75
SMOKE SUPPLIES,,081635160178,SASA MINI HOOKAH 12PC HK17,54
SMOKE SUPPLIES,,081635160123,MINI HOOKAH 9PC HK12,39.5
CBD,,6.76308E+11,MYSTIC LABS GUMMIES BLUE RASP.,45
PLASTIC/PAPER GOODS,,16OZ DELI CONTAINER,16 OZ DELI CONTAINER,19
SMOKE SUPPLIES,LIGHTERS,070330620964,BIC LIMITED FLICK LIGHTER 50CT,57
,,7.0767E+11,SHOTGUN BBQ LIGHTER,7.25
FREIGHT OR SERVICE CHARGE,,STORAGE,STORAGE FEE,0
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,7.16165E+11,RAW ORG CONNOISSEUR KINGSLIM,39.5
,,ALKUL 24PK,ALKUL 500ML 24PK,26.5
PLASTIC/PAPER GOODS,,12OZTOP,12 OZ TOPS,0
LIQUOR SUPPLIES,SALT,023604232141,TWANG BEER SALT MICHELADA 24CT,29.5
LIQUOR SUPPLIES,,081635901238,ANODIZED FLASK 8CT 6OZ,36.5
WRAPS/FILTERS/HEMP/CONES,,016165003794,ZEN SLIM FILTER TIP 200CT,1.1
,,THERMAL T-SHIRT LARGE,THERMAL T-SHIRT SIZE LARGE,5.5
,,GGJ12BK,2 1 LIGHT JAR GRINDER BLACK,16.25
SMOKE SUPPLIES,,081635009248,FUJIMA TARSTOPPER 30PC 24PK,28.5
LIQUOR SUPPLIES,SALT,023604365009,TWANG SUNRISE RIMMING SALT,2.75
PLASTIC/PAPER GOODS,,1.00727E+13,BIG MOPPER TOWEL,18
SMOKE SUPPLIES,,7.0767E+11,TECHNO TORCH 16CT ,25
WRAPS/FILTERS/HEMP/CONES,,8.50296E+11,BEST WHIP CREAM CHARGERS 24CT,9.5
FOOD & BEVERAGE,JUICE/MIXERS,01660530,ROSES GRENADINEJUICE12OZ ,2.5
AUTOMOTIVE,,00071611012560,PENNZOIL DEXMERC ATF 6CT,38.5
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,008660007421,ZIG ZAG KUT CORNERS PAPER 24PK,36
SMOKE SUPPLIES,,ICE58104,8 ICE BREAKER,8
,,WF004,RASTA COLOR WP 5,2.25
SMOKE SUPPLIES,PIPES,#27 GLASS PIPE,#27 GLASS PIPE,19
SMOKE SUPPLIES,PIPES,#33 GLASS PIPE,#33 GLASS PIPE,16
,,FWSP106,SILICONE BEAKER WATER PIPE,7
,,8.35196E+11,DOUBLE DIAMOND TUBE GOLD 100'S,11.5
,,8.35196E+11,DOUBLE DIAMOND GOLD KING SIZE,10.5
,,8.11254E+11,DOUBLE DIAMOND  RED KING SIZE,10.5
PLASTIC/PAPER GOODS,,GARBAGE BAG 33x40,BLACK GARBAGE BAG 33x40,26
PLASTIC/PAPER GOODS,,CAN LINER,CAN LINER 40X46,21
SMOKE SUPPLIES,LIGHTERS,8.52329E+11,DOUBLE TORCH LIGHTER 12CT,24
MEDS/DAILY CARE,,7.31946E+11,PEPCID 25CT,12.5
,,3.12843E+11,MIDOL COMPLETE 16 CT,4
SMOKE SUPPLIES,CIGAR CUTTER,081635730128,FUJIMA CIGAR PUNCH BK12,36
,,L100,METAL CIG LARGE 100 CT,0
MEDS/DAILY CARE,,8.15556E+11,ALKA-SELTZER PLUS COLD 25CT,11
WRAPS/FILTERS/HEMP/CONES,,077170126939,GAMBLER MENTHOL KS 250CT 10X4,13.75
,,7.87189E+11,RAW 10K CAMEL COLOR BOX ,48
MEDS/DAILY CARE,,7.28175E+11,PREMIERZEN 24CT,55
FOOD & BEVERAGE,FOOD,041443116828,PEANUT PATCH CAJUN BOIL 6CT  ,38
SMOKE SUPPLIES,,1.75063E+13,ARIEL 250GM 36CT ,25
MEDS/DAILY CARE,,3.0573E+11,ADVIL LIQUID 4 OZ,5.25
LIQUOR SUPPLIES,SALT,023604430127,TWANG CLAMATO CHILI SALT 200CT,14.5
MEDS/DAILY CARE,,07702018980208,GILETTE FOAM 200ML 6PK,12.5
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CLAS BLACK SINGLEWIDE 25CT,23
SMOKE SUPPLIES,,7.16165E+11,RAW SINGLEWIDECUT CURNERS 50CT,21
,,7.90493E+11,420 ODOR ELIMINATOR PINK 12CT,27.5
MEDS/DAILY CARE,,4.0154E+12,ALWAYS SENSITIVE 10PK,3
ELECTRONICS & ACCESSORIES,,081635005370,FUJIMA TORCH FLAME LIGTER 12CT,48
,,7.79845E+11,RHINO 11 PLATINUM 10K 3D,40
MEDS/DAILY CARE,,3.0045E+11,TYLENOL 6 PK 24 CT,27
FOOD & BEVERAGE,,ALKUL 12PK,ALKUL 1 LTR 12PK,24
SMOKE SUPPLIES,,7.16165E+11,RAW BLACK NATURAL 1 1/4 UNREF,24
,,8.40124E+11,K CHILL KRATOM SHOT 12CT,29.75
,,CAP,CAP,4.5
MEDS/DAILY CARE,,6.67742E+11,PREGNANCY TEST,1.25
SMOKE SUPPLIES,MISC,00720760111678,RE-FRESH CRA ASST,35.5
PLASTIC/PAPER GOODS,PLASTIC CUPS,041165245066,SAVERS RED CUP 16OZ 12PK,1.25
,,042037104566,STANBACK 6CT 12PK,16.5
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER TRAVEL CHARGER 2IN1,2.75
,,8.52663E+11,RHINO PLATINUM 8000,35
ELECTRONICS & ACCESSORIES,,1.00772E+13,TOP CIG MACHINE KINGS,30
,,FANCY MUMBAI METAL PIPE,FANCY MUMBAI METAL PIPE,1.5
FOOD & BEVERAGE,JUICE/MIXERS,072718101577,MR. PURE PAPAYA 64OZ,21.5
FOOD & BEVERAGE,JUICE/MIXERS,1.33343E+12,MR. PURE RUBY GRAPEFRUIT 16OZ,19.5
FOOD & BEVERAGE,JUICE/MIXERS,072718600384,MR. PURE PINE WATERMELON 16OZ,19.5
FOOD & BEVERAGE,JUICE/MIXERS,072718100341,MR. PURE PAPAYA 16OZ,19.5
FOOD & BEVERAGE,,076737310460,CLEARFRUIT KIWI STRAWBERRY24CT,16
SUPPLEMENTS,,6.01577E+11,RED MAMBA 250K ,60
,,7.0767E+11,AR-15 BBQ LIGHTER,7.25
SUPPLEMENTS,,6.40792E+11,RHINO 69 PLATINUM 50K ,50
MEDS/DAILY CARE,MISC,047400110366,GILLETTE GOOD NEWS 5PK 12CT,39
LIQUOR SUPPLIES,,016600001545,ROSE'S SIMPLE SYRUP 1LT,6.75
MEDS/DAILY CARE,,7.62221E+12,HALLS RED 20CT,22.5
SMOKE SUPPLIES,POUCHES,081635000108,FUJIMA PLASTIC CIG CASE 12CT,12
SMOKE SUPPLIES,,081635991109,FUJIMA TOBACCO PIPE FP110,4.5
SMOKE SUPPLIES,,081635991161,FUJIMA TOBACCO PIPE FP116,6.5
SMOKE SUPPLIES,,081635991239,FUJIMA TOBACCO PIPE FP123,6.5
SMOKE SUPPLIES,,081635992052,FUJIMA TOBACCO WOOD PIPE FP205,6.5
SMOKE SUPPLIES,,081635991932,FUJIMA TOBACCO PIPE FP193,7.5
SMOKE SUPPLIES,,081635992069,FUJIMA TOBACCO WOOD PIPE FP206,7.5
SMOKE SUPPLIES,,081635992090,FUJIMA TOBACCO WOOD PIPE FP209,5.5
LIQUOR SUPPLIES,,081635108507,FUJIMA WHISKEY STONES,24
,,041167100462,ROLAIDS ASSORTED FRUIT 1000CT,14.5
SMOKE SUPPLIES,PIPES,#38 GLASS PIPE,#38 GLASS PIPE,42
,,TRAY,TRAY,4.75
SUPPLEMENTS,,6.40792E+11,RHINO 69 SUPER LONG LASTING,50
,,ZIPPO29,ZIPPO LIGHTER,16
,,ZIPPO27,ZIPPO LIGHTER,15
WRAPS/FILTERS/HEMP/CONES,,041985453627,KING PALM 3CT SLIM ROLL 24PK,54
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BOB MARLEY CARIBBEAN CREAM WRA,13.5
,,6.92656E+11,POP CAN ,27
SMOKE SUPPLIES,,077170260404,GAMBLER INJECTOR KINGS 6CT,30
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BOB MARLEY PINEAPPLE WRAPS,13.5
SMOKE SUPPLIES,,7.0767E+11,TECHNO TORCH 50CT,20
WRAPS/FILTERS/HEMP/CONES,,8.13525E+11,GOLDEN HARVEST MENTHOL KING,11
SUPPLEMENTS,,6.09466E+11,BLUE MAMBA 24CT,65
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER TYPE C CABLE ,2
,,022000105066,COBALT PEPPERMINT,15.5
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME028 3PARTS,2.85
FOOD & BEVERAGE,JUICE/MIXERS,PRIME,PRIME HYDRATION 15CT 16.9OZ,23.5
SUPPLEMENTS,,7.18122E+11,RHINO 7 1000K 2PK,50
SMOKE SUPPLIES,MISC,018505124008,TOKE TOKEN JAR 1-1/2 ,35
FOOD & BEVERAGE,,01212901,PEPSI 20OZ 24PK,31
SMOKE SUPPLIES,MISC,013964162530,HI VOLT DETOX 16OZ BLUE BERRY,4.16
ELECTRONICS & ACCESSORIES,,086400310017,JOB CIG ROLL MACH FOR 79MM,22
LIQUOR SUPPLIES,SALT,023604467055,TWANG MICHELADA RIMMING SALT,2.75
MEDS/DAILY CARE,PILLS,8.15556E+11,MOTRIN IBUPROFRN 25CT,10
MEDS/DAILY CARE,,5.01046E+12,HALLS FOREST FRUIT 20CT,22.5
WRAPS/FILTERS/HEMP/CONES,,077170260282,TOP FILTER GOLD KING 250C ,16.5
SMOKE SUPPLIES,,077170260848,TUBE CUT CIGARETTE MACHINE,37.5
SMOKE SUPPLIES,,081635631296,FUJIMA G/D CIG PACK 100'S,24
ELECTRONICS & ACCESSORIES,,085011500329,POWERMATIC 2 CIGARETTE INJECT,65
,,081635631289,FUJIMA G/D LEAF CIG PACK KING,21
ELECTRONICS & ACCESSORIES,,085011500305,POWERMATIC MINI WHITE,16
ELECTRONICS & ACCESSORIES,,077170260695,GAMBLER INJECTOR 100MM 6CT,30
SMOKE SUPPLIES,MISC,077170260084,TOP PLASTIC CIG CS 100'S 12CT,19
SMOKE SUPPLIES,LIGHTERS,070330618930,BIC LIMITED ASTROLOGY 50CT,65
SMOKE SUPPLIES,,1.00772E+13,TOP STRONG BOX KING SIZE 12PK,17
MEDS/DAILY CARE,,7.20707E+11,PINK PUSSYCAT HONEY 12CT BOX,15
,,1.085E+13,ROSE PETALS KING SIZE,55
SUPPLEMENTS,PILLS,8.91875E+11,PINK PUSSYCAT HONEY 12PK,15
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER CAR CHARGER 2IN1,2.75
WRAPS/FILTERS/HEMP/CONES,,1.08101E+13,KING PALM MINI 2PK 1G 20CT,25.5
FOOD & BEVERAGE,,IKSA 12PK,IKSA 1 LTR 12PK,24.5
,,8.91875E+11,PINK PUSSYCAT CBD SEX PILL24CT,55
SMOKE SUPPLIES,,081635990027,FUJIMA SOFT PIPE CLEAN 48CT,27
SMOKE SUPPLIES,,FP212,FRIT LINE W SOLID COLOR PIPE,1.65
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0110854029008410,KING PALM 5PK SLIM 15CT,46
PLASTIC/PAPER GOODS,,2OZTOP,2 OZ TOP,0
SUPPLEMENTS,,096416456098,HARD STEEL CHOCO 12PK,15
,,FP219,3.5 IN GLASS SPOTTED,1.5
,,FP216,2.5 COLOR PIPE,1.6
FOOD & BEVERAGE,,012546011617,TRIDENT WINTERGREEN 12PK,15
,,8.19291E+11,COCO NARA QUICK LIGHT 33MM,9.75
,,6.30809E+11,HONEYGIZER HONEYWITHCAVIAR&FIS,62
FOOD & BEVERAGE,JUICE/MIXERS,072718600339,MR. PURE ISLAND PUNCH 16OZ,19.5
,,1.0854E+13,KING PALM BERRY TERPS 2PK 20CT,32.5
FOOD & BEVERAGE,JUICE/MIXERS,016600000760,ROSES GRENADINEJUICEPET 12/1LT,6.25
SMOKE SUPPLIES,MISC,013964343182,HI VOLT DETOX 16OZ WATERMELON,4.16
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0150854029008043,KING PALM MINI 2CT 1.99 20CT,25.5
SMOKE SUPPLIES,MISC,016165007242,TARU CHARCOAL TABLETS 80CT,9.5
,,FP402,FRIT COLOR LINING PIPE 4,2.5
,,8.91875E+11,PREMIUM PINK PUSSYCAT HONEY ,25
WRAPS/FILTERS/HEMP/CONES,FILTER TUBES,066619523217,PREMIER FT TUBE LIT 100MM 200C,18.5
MEDS/DAILY CARE,,4.60011E+13,VASELINE 12PK 50ML,11.5
SMOKE SUPPLIES,,8.10129E+11,BLUE DIA TRES LECHES,55
,,8.99273E+12,LISTERINE 3.2OZ,1.35
SMOKE SUPPLIES,BUTANE,037900991480,RONSON BUTANE 5.82OZ ,3
ELECTRONICS & ACCESSORIES,,085011500336,POWERMATIC 3 PLUS CIG,185
SMOKE SUPPLIES,,081635990010,FUJIMA BRISTLE PIPE CLEAN 48CT,25
AUTOMOTIVE,,3.00762E+13,LITTLE TREES JASMINE,15.75
SMOKE SUPPLIES,LIGHTERS,070330646407,BIC PRINTED LIGHTERS 50CT,65
,,8.17458E+11,WILD HEMP LIMEAIDE WRAP,11
MEDS/DAILY CARE,,0749400137135,DEGREE STICK 1.7OZ 6PC,18.49
ELECTRONICS & ACCESSORIES,,COLORS STANDARD AUX CABLE,AUX CABLE COLOR STANDARD,1.75
WRAPS/FILTERS/HEMP/CONES,,077170260619,TOP KING FILTERSTIP 200 COUNT ,23.5
,,SWAG PREMIUM GOLD 24CT,SWAG PREMIUM GOLD 24CT,75
SMOKE SUPPLIES,MISC,051497243777,BLAZY SUSAN PREMIUM 1/14,45
WRAPS/FILTERS/HEMP/CONES,,8.13525E+11,GOLDEN HARVEST MENTHOL 100'S,12.25
WRAPS/FILTERS/HEMP/CONES,,8.13525E+11,GOLDEN HARVEST BLUE KING,10
SMOKE SUPPLIES,,CLEAR PALLET WRAP 6PK,CLEAR PALLET WRAP,59
SMOKE SUPPLIES,,7.84762E+11,ZIG ZAG RED KING  TUBES 5PK ,12.5
,,8.92303E+11,PING PONG BALLS 12CT,2.5
,,FMCLD,METAL CIG LARGE 100CT,65
SMOKE SUPPLIES,CIGAR CUTTER,8.74863E+12,EZ SPLITZ CIG CUTTER SMALL 60C,23.4
SMOKE SUPPLIES,ASHTRAY,081635010138,"ASHTRAY SQUARE MELAMINE 4""",1.25
WRAPS/FILTERS/HEMP/CONES,,8.17458E+11,WILD HEMP GELATO WRAP,11
SMOKE SUPPLIES,,8.10129E+11,BLUE DIA PAPAYA,55
SMOKE SUPPLIES,PIPES,PICTURE METAL PIPE RJ-11,PICTURE METAL PIPE RJ-11,1.1
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER IPHONE CABLE HANGING,2.75
ELECTRONICS & ACCESSORIES,,8.12934E+11,WARNER TYPE C HANGING BOX,2.75
SMOKE SUPPLIES,,78690905,POSH 0% NIC GRAPE 5200 5PK,48
MEDS/DAILY CARE,,6.55708E+11,ALKA-SELTZER  25CT,9.5
,,8.11254E+11,DOUBLE DIAMOND TUBE RED 100'S,11.5
MEDS/DAILY CARE,,7.62221E+12,HALLS ORGINAL 20CT,22.5
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE BALDACCI GOLD WRAP,13.5
SMOKE SUPPLIES,,097868128762,BLUNT LIFE 50CT  AIR FRESHNER,63
FOOD & BEVERAGE,,079581444039,CALYPSO SOUTHERN PEACH 16OZ,19.5
WRAPS/FILTERS/HEMP/CONES,,077170260770,GAMBLR TUBE CUT 100' GOLD 5PK,16.5
WRAPS/FILTERS/HEMP/CONES,,016165009116,ZEN TUBES BLU 100MM 250CT FF,3
SMOKE SUPPLIES,BUTANE,6.94515E+12,NEON 7X BUTANE 12PC,21
SMOKE SUPPLIES,LIGHTERS,8.11491E+11,SPECIAL BLUE MONSTER 2 BUTANE ,6.5
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497011635,BLAZY SUSAN KING SLIM PAPER,33.5
FOOD & BEVERAGE,,079581444022,CALYPSO STRWBERY LEMONADE 16OZ,19.5
SMOKE SUPPLIES,,8.11491E+11,SPECIAL BLUE MINI CLEAR ,19.5
SMOKE SUPPLIES,,7.0767E+11,TECHO TORCH BIG DISPLAY 6CT,62
,,081635005301,TORCH FLAME LIGHTER 6CT -FP530,48
SMOKE SUPPLIES,,081635200539,CLEANABLE CIGARETTE HOLDER12CT,24
SMOKE SUPPLIES,LIGHTERS,070330666832,BIC RAW REG 50CT,69
MEDS/DAILY CARE,,7.87189E+11,PINK PUSSYCAT SHOT,26
,,7.16165E+11,RAW CLASSIC 15 5PK RAWKET,39.5
MEDS/DAILY CARE,,079400507402,DOVE STICK 2.6OZ,3.59
AUTOMOTIVE,,6.91374E+12,JUMPER CABLE 8FT SINGLE PACK,8.75
MEDS/DAILY CARE,,3.12546E+11,HALLS INTENSE COOL 20CT,22.5
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME017 3PARTS,3
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME026 3PARTS,2.85
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM MH206 4PARTS,5.5
NICOTINE POUCH,,042100026474,GRIZZ NIC PEPPERMINT 7MG,21.75
NICOTINE POUCH,,042100026504,GRIZZ NIC SPEARMINT 7MG,21.75
WRAPS/FILTERS/HEMP/CONES,CONES,008660007575,ZIGZAG ULTRA THINCONE 11/4 ORA,42.75
SMOKE SUPPLIES,ASHTRAY,090773146104,EXTINGUISHER ASHTRAY 2IN1 24CT,37
MEDS/DAILY CARE,,6.36227E+11,NAIL CLIPPER BLISTER 12PCS,9
TOBACCO VAPE,70mg VAPE,78610019,POSH MAX5200 BLUE B ICE 5PK,53.99
AUTOMOTIVE,,00071948900936,GUMOUT FUEL INJECTOR 12CT.6OZ,25
WRAPS/FILTERS/HEMP/CONES,,008660008190,ZIGZAG UNBLEACHEDCONE11/4-50CT,10.25
,,27 JUMBO WHITE,27 JUMBO WHITE BAGS,18
,,FP203,FRIT LINES SOLID PIPE 2 5,1.25
ELECTRONICS & ACCESSORIES,,6.2405E+11,XERO X1 SERIES SCALE,4.75
ELECTRONICS & ACCESSORIES,,8.00062E+11,FUZION DIABLO FP-350,4.75
,,6.30809E+11,HONEYGIZER MANUKA HONEY&ZALLOU,62
SUPPLEMENTS,,9.55747E+12,PINK PUSSYCAT CHOCO 12PK,15
LIQUOR SUPPLIES,,7.56546E+11,DICE PACKET 48CT,7.5
ELECTRONICS & ACCESSORIES,,077170260817,GAMBLER 100MM CIG MACHINE ,30
ELECTRONICS & ACCESSORIES,,7.18187E+11,JOB CIG INJCT 110MM PREM 12CT ,22
FOOD & BEVERAGE,,079581444077,CALYPSO TRIPLE MELON  16OZ,19.5
SMOKE SUPPLIES,PIPES,7.61857E+11,"HVR 4"" BLUE P-1567",0.75
,,6.30809E+11,HONEYGIZER HONEY&GUARANA,62
,,081635600865,FUJIMA CIG PACK HOLDER 100'S,18
SMOKE SUPPLIES,,081635600858,FUJIMA CIG PACK HOLDER'S KINGS,18
SMOKE SUPPLIES,MISC,041689200657,ZIPPO FLINT 24CT,21.75
MEDS/DAILY CARE,MISC,022600957058,TROJAN BARESKIN GRAY 6PK,13.5
MEDS/DAILY CARE,,3.25866E+11,ALEVE 24CT 6PK,31.99
SUPPLEMENTS,,6.618E+11,STIFF ROCK 22CT,55
,,7.87189E+11,BOB MARLEY 10000K YELLOW BOX,48
SMOKE SUPPLIES,PIPES,#23 GLASS PIPE,#23 GLASS PIPE,33
LIQUOR SUPPLIES,,081635103601,CORKSCREW HEAVY DUTY,4
WRAPS/FILTERS/HEMP/CONES,CONES,7.16165E+11,RAW CONE BLACK 3PK KING 32CT,45
WRAPS/FILTERS/HEMP/CONES,,8.50033E+11,HITS BLUNT WHITE GRAPE,12
WRAPS/FILTERS/HEMP/CONES,,1.0854E+13,KING PALM KING 2.99 2PK,35.5
SMOKE SUPPLIES,CIGAR CUTTER,081635024005,FUJIMA 54G CIG CUTTER,24.45
FOOD & BEVERAGE,SODA,049000044225,COCA COLA GLASS BOTTLE,38
PLASTIC/PAPER GOODS,,041594217528,FOAM CUP 20 OZ 21CT,2
SMOKE SUPPLIES,LIGHTERS,9853,DJEEP HOT BODY 24CT,54
AUTOMOTIVE,,PENZOIL1030,PENNZOIL 10W-30 12CT,38.5
AUTOMOTIVE,,1.00712E+13,STP PWR STEERING+STOP LEAK 12C,24
AUTOMOTIVE,,1.00712E+13,STP OCTANE BOOSTER 12CT,41
PLASTIC/PAPER GOODS,,6.09132E+11,2 1/4 x 230 THERMAL ROLLS 50CT,48
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,RAW CONES KING SIZE 32PC 3CT,39
SUPPLEMENTS,,6.0925E+11,ZYN 6MG PEPPERMINT 5CT,23
,,1.23541E+14,SILVER PIPE SCREEN FILTER,7.99
FOOD & BEVERAGE,JUICE/MIXERS,014800000276,CLAMATO 16OZ CUBANO 12CT,24.5
FOOD & BEVERAGE,ENERGY DRINK,7.19411E+11,5-HOUR ENERGY BERRY,21.25
SMOKE SUPPLIES,,070330653993,BIC DOGS 50CT,65
,,TECHNO PISTOL LIGHTER,TECHNO TORCH PISTOL LIGHTER6CT,56.5
TOBACCO,SMOKE TOBACCO,077170465366,TOP REG POUCH TOBACCO 7.2OZ,53.99
TOBACCO,25CT CIGAR,070137005186,BLACK N MILD REG UPRIGHT 25CT,32.5
TOBACCO,60CT CIGAR,031700900987,WHITE OWL PEACH 2/99 30CT2PK,25.99
MEDS/DAILY CARE,DENTAL,9E+12,VASELINE LOTION 100ML 6PK,8.5
TOBACCO,25CT CIGAR,SWEET99,BLACK N MILD SWT BOX .99 25CT,24.5
WRAPS/FILTERS/HEMP/CONES,,8.1597E+11,TWISTED HEMP  TROPICAL BREEZE,9.75
FOOD & BEVERAGE,JUICE/MIXERS,072718600612,MR. PURE PINE ORANGE16OZ,19.5
LIQUOR SUPPLIES,,081635103403,FUJIMA HQ BARTRNDER TOOL,21
MEDS/DAILY CARE,,7.62221E+12,HALLS HONEY LEMON 12CT,10
SMOKE SUPPLIES,,7.62222E+11,ALIEN THC-A TRES LECHES SATIVA,48
TOBACCO,60CT CIGAR,025900329860,SWISHER TROPICAL 2/1.19 60CT,31
MEDS/DAILY CARE,,07622300774752,HALLS CITRUS MIX VITAMIN C 20C,22.5
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM ME013 4PARTS,2.75
AUTOMOTIVE,,3.00762E+13,LITTLE TREE BLK ICE SPRAY 6CT,15
FOOD & BEVERAGE,JUICE/MIXERS,072718101492,MR. PURE FRUIT PUNCH 64OZ,21.5
FOOD & BEVERAGE,,6.11269E+11,RED BULL AMBER 8.4OZ,39
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM MH232 4PARTS,4.75
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM MH210 4PARTS,5.65
SMOKE SUPPLIES,GRINDERS,6.92345E+11,GRINDER ITEM MH220 4PARTS,5.75
,,FGH02,GLASS BUBBLER 5 5,4.75
PLASTIC/PAPER GOODS,,069199521000,PAPER BAG #6 500CT,14.5
FOOD & BEVERAGE,ENERGY DRINK,070847810216,MONSTER BLUE 24OZ 12PK,37.5
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF RED BAG 6OZ,7.99
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K CRAZY MELON 5C,51.99
TOBACCO VAPE,75mg VAPE,6.97449E+12,POSH XTRON BANANA RASP 5PK 10K,55.99
FOOD & BEVERAGE,ENERGY DRINK,070847036937,MONSTER PAPILLON 16OZ,40.5
FOOD & BEVERAGE,,6.1127E+11,RED BULL 16OZ SUGAR FREE,40
FOOD & BEVERAGE,,6.11269E+11,RED BULL COCONUT 8.4 OZ,39
FOOD & BEVERAGE,,6.11269E+11,RED BULL AMBER 12OZ,57
FOOD & BEVERAGE,ENERGY DRINK,070847000044,MONSTER ABSOLUTE ZERO 16OZ,40.5
TOBACCO VAPE,42.5mg  VAPE,78685130,POSH PLUS PERSIAN MEL3K 5CT,46.99
SMOKE SUPPLIES,ASHTRAY,018505136834,ASHTRAY LEAF,15
FOOD & BEVERAGE,,20 LBS ICE BAG,20 LBS ICE BAG,27.5
TOBACCO,60CT CIGAR,031700238387,WHITE OWL SV2 TRIPLE GRAP 60CT,40.99
MEDS/DAILY CARE,MISC,022600228882,TROJAN MAGNUM BARESKIN 6PK,14.5
,,022600001553,TROJAN BARESKIN RAW,16.5
FOOD & BEVERAGE,ENERGY DRINK,6.11269E+11,RED BULL AMBER 8.4OZ 4PK,39
FOOD & BEVERAGE,JUICE/MIXERS,079581444091,CALYPSO KIWI LEMONADE 16OZ,19.5
TOBACCO VAPE,70mg VAPE,78616073,POSH MAX5200 BLUERASP COTN 5PK,53.99
FOOD & BEVERAGE,FOOD,5.01046E+12,HALLS COOL WAVE,22.5
WRAPS/FILTERS/HEMP/CONES,,6.49964E+11,WILD HEMP RAZZLETAZ 4/99,12.5
TOBACCO,60CT CIGAR,025900405359,SWISHER SV2 DIAMOND 60CT,40.99
MEDS/DAILY CARE,,094187281444,PEPCID 30CT,13.5
SMOKE SUPPLIES,LIGHTERS,FLICKMYBIC,FLICK MY BIC LIGHTERS 50CT,48.5
TOBACCO,60CT CIGAR,8.42426E+11,4K SWEET DELICIOUS 1.39 60CT,14
TOBACCO,60CT CIGAR,025900287351,SWISHER BLUE 2/1.19 2PK 30CT,31
FOOD & BEVERAGE,JUICE/MIXERS,0148005166099,CLAMATO PICANTE 64OZ 8LS,44.5
SUPPLEMENTS,,7.04847E+11,SWAG CBD SEX PILL 24CT,60
LIQUOR SUPPLIES,,081635103007,CORK SCREW 36CT FUJIMA,25
AUTOMOTIVE,,1.00712E+13,STP BRAKE FLUID 12CT,23.5
WRAPS/FILTERS/HEMP/CONES,CONES,008660006035,ZIG ZAG 1 1/4 SIZECONE 24CT6PK,42.75
MEDS/DAILY CARE,,6.92451E+12,HALLS BLACK 20CT,22.5
,,8.85034E+12,HALLS RASPBERRY,22.5
MEDS/DAILY CARE,,3.12546E+11,HALLS CHERRY 20CT,22.5
,,Dis,Discount,0
FOOD & BEVERAGE,,7.12199E+11,LIMONAZO 10CT,3.5
FOOD & BEVERAGE,FOOD,6.33148E+11,TAJIN CLASICO SEASONING 5 OZ,2.45
,,9.7802E+12,V-GRA GOLD 500MG 20CT JAR,55
TOBACCO,30CT CIGAR,025900359027,SWISHER LEAF SWEET AROM 30CT,27.99
PLASTIC/PAPER GOODS,,079594701938,PAPER BAG PINT 500CT,9.75
TOBACCO,60CT CIGAR,031700238547,WHITE OWL CHERRY VAN 2/99 60CT,25.99
TOBACCO,60CT CIGAR,071610496422,DUTCH JAVA SAVE ON 2 60CT,40.99
FOOD & BEVERAGE,JUICE/MIXERS,072718100426,MR. PURE LEMONADE 16OZ,19.5
MEDS/DAILY CARE,MISC,022600931508,TROJAN ENZ SPERMIDICAL 6PK,9.5
TOBACCO VAPE,70mg VAPE,78690295,POSH MAX5200 PEACH KIWI 5PK,53.99
WRAPS/FILTERS/HEMP/CONES,,8.40439E+11,ZIG ZAG HEMP WRAP BLUE DR,13.5
